Document Title,Year,Abstract,IEEE Terms,Author Keywords,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Volume,Issue,Start Page,End Page,ISSN,ISBNs,DOI,Funding Information,PDF Link,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,MeSH Terms,Article Citation Count,Patent Citation Count,Reference Count,Copyright Year,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier,,,,,,,,,,,
The Challenges of Challenge.Gov: Adopting Private Sector Business Innovations in the Federal Government,2014,"As part of the Open Government Initiative in the U.S. federal government, the White House has introduced a new policy instrument called ""Challenges and Prizes"", implemented as Challenge.gov that allows federal departments to run Open Innovation (OI) contests. This initiative was motivated by similar OI initiatives in the private sector and to enhance innovativeness and performance among federal agencies. Here we first define the underlying theoretical concepts of OI, crowd sourcing and contests and apply them to the existing theory of public ness and the creation of public goods. We then analyze over 200 crowd sourcing contests on CHALLENGE.GOV and conclude that federal departments and agencies use this policy instrument for four different purpose: awareness, service, knowledge and technical solutions. We conclude that Challenge.gov is currently used as an innovative format to inform and educate the public about public management problems and less frequently to solicit complex technological solutions from problem solvers.",Education;Encyclopedias;Government;Instruments;Internet;Technological innovation,Open Innovation;new technology adoption;public-private differences,I. Mergel; S. I. Bretschneider; C. Louis; J. Smith,"Syracuse Univ., Syracuse, NY, USA",2014 47th Hawaii International Conference on System Sciences,20140310,,,2073,2082,1530-1605;15301605,Electronic:978-1-4799-2504-9; POD:978-1-4799-2505-6,10.1109/HICSS.2014.262,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6758860,government data processing;government policies;innovation management,Challenge.gov;Challenges and Prizes policy instrument;OI contests;Open Innovation contests;US federal government;crowd sourcing contests;open government initiative;policy instrument;private sector business innovations;public goods creation;public management problems,,2,,28,,,,6-9 Jan. 2014,,IEEE,IEEE Conference Publications,,,,,,,,,,,
Mining Social Media Content for Crime Prediction,2016,"Social media provides increasing opportunities for users to voluntarily share their thoughts and concerns in a large volume of data. While user-generated data from each individual may not provide considerable information, when combined, they include hidden variables, which may convey significant events. In this paper, we pursue the question of whether social media context can provide socio-behavior ""signals"" for crime prediction. The hypothesis is that crowd publicly available data in social media, in particular Twitter, may include predictive variables, which can indicate the changes in crime rates. We developed a model for crime trend prediction where the objective is to employ Twitter content to identify whether crime rates have dropped or increased for the prospective time frame. We also present a Twitter sampling model to collect historical data to avoid missing data over time. The prediction model was evaluated for different cities in the United States. The experiments revealed the correlation between features extracted from the content and crime rate directions. Overall, the study provides insight into the correlation of social content and crime trends as well as the impact of social data in providing predictive indicators.",Data models;Market research;Predictive models;Sociology;Twitter;Urban areas,Crime trend prediction;Social media;Twitter data,S. Aghababaei; M. Makrehchi,"Dept. of Electr., Univ. of Ontario Inst. of Technol., Oshawa, ON, Canada",2016 IEEE/WIC/ACM International Conference on Web Intelligence (WI),20170116,,,526,531,,Electronic:978-1-5090-4470-2; POD:978-1-5090-4471-9,10.1109/WI.2016.0089,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7817106,data mining;feature extraction;police data processing;sampling methods;social networking (online),Twitter sampling model;United States;crime rates;crime trend prediction;feature extraction;social media content mining;socio-behavior signals,,,,,,,,13-16 Oct. 2016,,IEEE,IEEE Conference Publications,,,,,,,,,,,
An entropy-based analytic model for the privacy-preserving in open data,2016,"In a Big Data era, a lot of open data set is published and shared with the public. That creates new services and business. However, the publication may cause a leakage problem of private information. In general, de-identification techniques are applied to the data before publication. The problem, however, has not been solved completely. Personal data can be obtained from the several sources such as Internet service and social media. In this situation, a de-identified open data may be simply joined with the leaked external data and it may result in a re-identification issue. We propose a new analytic model to measure the personal information leakage risk in the open data before publishing. The proposed model formulates the entropy-based re-identification risk to measure the privacy leakage risk. We also try to find the data utility measure by using the entropy while preserving the privacy. Based on both the risk and the utility measure, we propose the guideline for data open to the public. We show the guideline including the risk and utility measurement can be applicable with the empirical experiments.",Big data;Cancer;Data privacy;Diabetes;Entropy;Heart,information entropy;open data;privacy;privacy preserving data mining;re-identification,S. H. Kim; C. Jung; Y. J. Lee,"School of Computing, Korea Advanced Institute of Science and Technology, Daejeon, Korea",2016 IEEE International Conference on Big Data (Big Data),20170206,,,3676,3684,,Electronic:978-1-4673-9005-7; POD:978-1-4673-9006-4,10.1109/BigData.2016.7841035,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7841035,Big Data;data privacy;entropy;risk analysis;security of data,Internet service;big data era;data utility measure;de-identification techniques;entropy-based analytic model;entropy-based re-identification risk;open data set;personal information leakage risk measurement;privacy leakage risk measurement;privacy-preserving;private information leakage problem;social media,,,,,,,,5-8 Dec. 2016,,IEEE,IEEE Conference Publications,,,,,,,,,,,
Publishing Romanian public health data as Linked Open Data,2015,"Access to standardized and open data is vital for a full analysis of the Romanian public health system. Ministry of Health has published data on the situation of Romanian hospitals, pharmacies and medical staff, but the information is hard to be processed, due to its unstandardized formats. This article describes how the data provided by Ministry of Health are transformed into RDF triples, providing an open and standardized format. Also we use online services to add other properties and to link our dataset with other relevant datasets. The novelty of this article is that it publishes the data about the Romanian public health system in RDF format, allowing third parties to develop applications and creating a bridge of knowledge across domains and datasets.",Cities and towns;Hospitals;Libraries;Resource description framework;Semantics;Vocabulary,Health data;Linked Open Data;RDF;SPARQL,O. Rinciog; V. Posea,"Faculty of Computers Science, University Politehnica of Bucharest",2015 E-Health and Bioengineering Conference (EHB),20160128,,,1,4,,Electronic:978-1-4673-7545-0; POD:978-1-4673-7546-7,10.1109/EHB.2015.7391383,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7391383,electronic health records;information services;standardisation,Ministry-of-Health;RDF format;RDF triples;Romanian hospitals;Romanian public health data publishing;Romanian public health system;dataset;linked open data;medical staff;online services;pharmacies;standardized data;standardized format,,,,10,,,,19-21 Nov. 2015,,IEEE,IEEE Conference Publications,,,,,,,,,,,
BusStop �?Telco 2.0 application supporting public transport in agglomerations,2012,"This paper presents possibility to use Telco 2.0 architecture interfaces to realize a service supporting public transport in agglomerations. Such systems are expected to be easily accessible for everyone and to be available in any location. Such expectations may only be met by a system using the latest achievements in the scope of telecommunication, which are API based on telecommunication operator's networks.",Cities and towns;Educational institutions;GSM;Telecommunication services;Web services,,K. Litwiniuk; T. Czarnecki; S. Grabowski; J. Legierski,"Warsaw University of Technology Faculty of Electronics and Information Technology, Nowowiejska 15/19, 00-665 Warsaw, Poland",2012 Federated Conference on Computer Science and Information Systems (FedCSIS),20121120,,,649,653,,Electronic:978-83-60810-48-4; POD:978-1-4673-0708-6; USB:978-83-60810-51-4,,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6354312,application program interfaces;telecommunication computing;traffic engineering computing;user interfaces,API;BusStop;Telco 2.0 application;Telco 2.0 architecture interfaces;agglomerations;public transport;telecommunication operator networks,,1,,11,,,,9-12 Sept. 2012,,IEEE,IEEE Conference Publications,,,,,,,,,,,
Promoting services using public data of science and technology,2015,"Open data policy to open up public data on the private sector are emerging around the world. South Korea has also presented a `Government 3.0' policy with its part as a major policy challenge. However, the `Government 3.0' examples of science and technology are relatively lacking, compared to other sectors. This study clearly argues the concept of `Government 3.0', and the departmental services (best practices) are highlighted to explain the `Government 3.0' implementation. In particular, we propose the practices of Korea Institute of Science and Technology Information (KISTI) in order to facilitate services of science and technology. This study will do much for promoting services of science and technology, and then people will be able to experience the `Government 3.0' performance.",Best practices;Collaboration;Economics;Electronic government;Portals;Three-dimensional displays,,Do-Bum Chung; Sung-Uk Park; Eun-Jin Kim,"Korea Institute of Science and Technology Information, Korea",2015 Portland International Conference on Management of Engineering and Technology (PICMET),20150924,,,148,158,2159-5100;21595100,Electronic:978-1-8908-4331-1; POD:978-1-4799-1767-9; USB:978-1-8908-4332-8,10.1109/PICMET.2015.7273025,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7273025,government data processing;government policies;technology,KISTI;Korea Institute of Science and Technology Information;government 3.0 policy;open data policy;private sector;public data;science and technology,,,,15,,,,2-6 Aug. 2015,,IEEE,IEEE Conference Publications,,,,,,,,,,,
Development of the RESTful JPIC SDK for the Application Using Public Information,2011,"Recognizing the importance of the public information, countries such as the US, the UK and Korea have been disclosing it on population, crime and health in various ways with a view to revitalizing its use. However, using the disclosed public information in the development of the applications for boosting its public use has difficulties because there is no standard interface for accessing it, therefore, each development has to use its development-dependent access method to the information and also has no choice but to be dependent on the web pages that the information is provided. In this paper, in order to solve such difficulties and to activate the broad use of the public information, a REST (Representational State Transfer)ful JPIC (Java Public Information Connectivity) SDK (Software Development Kit) is proposed and developed by combining the REST architecture and the JDBC (Java Database Connectivity) architecture together. In order for the verification of the developed JPIC SDK, four JPIC drivers are developed for the public information in Korea on the harmful food, public jobs, performances & shows and weather & disaster forecast. In addition, an application for the performances & shows in the Android platform is developed using the developed JPIC driver. All the source code developed in this paper is available at KLDP.net for enabling the public access.",Computer architecture;Databases;Driver circuits;Java;Loading;Servers;Web pages,Architecture;Dom tree;JDBC;Java;Open API;Public information;REST;SDK;URI;XML,W. Choi; J. Kim,"Dept. of Comput. Sci., KwangWoon Univ., Seoul, South Korea",2011 IEEE Ninth International Symposium on Parallel and Distributed Processing with Applications Workshops,20110714,,,352,360,,Electronic:978-0-7695-4429-8; POD:978-1-4577-0524-3,10.1109/ISPAW.2011.78,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5952001,Java;Web sites;XML;information retrieval;public information systems;software engineering,JDBC architecture;JPIC driver;Java public information connectivity;REST architecture;RESTful JPIC SDK;Web page;development dependent access method;disaster forecast;public information;representational state transfer;software development kit,,0,,27,,,,26-28 May 2011,,IEEE,IEEE Conference Publications,,,,,,,,,,,
The semantic representation of open data regarding the Romanian companies,2016,"This article contributes to the development of Linked Open Government Data in Romania. Through a number of information retrieval and natural language processing techniques and with the use of a number of Web 2.0 APIs we process the semi structured data offered by data.gov.ro regarding Romanian companies, turning it into semantic data and linking it to other processed data on opendata.cs.pub.ro. Afterwards we prove how important is the linking of open data through relevant SPARQL queries and visualizations.",Companies;HTML;Java;Joining processes;Photonics;Resource description framework;Semantics,Open Data;RDF;SPARQL;geolocation,M. N. Spoiala; O. Rinciog; V. Posea,"Faculty of Computers Science, University Politehnica of Bucharest",2016 15th RoEduNet Conference: Networking in Education and Research,20161124,,,1,5,,Electronic:978-1-5090-5398-8; POD:978-1-5090-5399-5,10.1109/RoEduNet.2016.7753244,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7753244,Internet;SQL;application program interfaces;data visualisation;government data processing;query processing,Linked Open Government Data;Romanian companies;SPARQL queries;SPARQL visualizations;Web 2.0 API;data.gov.ro;information retrieval;natural language processing;opendata.cs.pub.ro;semantic data;semantic representation,,,,,,,,7-9 Sept. 2016,,IEEE,IEEE Conference Publications,,,,,,,,,,,
The city as a platform,2011,"This paper will explore which roles city governments can take up in the context of the ongoing platformisation of the mobile services industry. It takes an experimental approach by a applying an existing typology for mobile service platforms to the context of the city, combined with an analysis of real-life examples. The paper identifies four City Platform types of which two appear more likely than the others and forms a starting point for research into platform strategies in the context of the city.",Cities and towns;Companies;Context;Government;Industries;Mobile communication,Mobile services;Smart Cities;business models;platformisation;platforms,N. Walravens,"IBBT-SMIT, Vrije Universiteit Brussel, Belgium",2011 15th International Conference on Intelligence in Next Generation Networks,20111117,,,283,288,,Electronic:978-1-61284-319-3; POD:978-1-4799-1687-0; USB:978-1-61284-320-9,10.1109/ICIN.2011.6081090,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6081090,mobile radio;telecommunication industry;telecommunication services,city context;city governments;city platform types;mobile services industry;platformisation;real-life examples,,1,,12,,,,4-7 Oct. 2011,,IEEE,IEEE Conference Publications,,,,,,,,,,,
The City as a Platform: Exploring the Potential Role(s) of the City in Mobile Service Provision through a Mobile Service Platform Typology,2011,"This exploratory paper applies an existing framework for the analysis of platform types in mobile services to the urban context and explores the role(s) cities may take up in the development and deployment of mobile services. It first presents the platform typology that will be used, provides some contextual information on the concept of Smart Cities and then applies several diverging cases to it by means of validation. The paper concludes that having control over value-adding assets such as datasets pertaining to the city is a more important factor for governments to take into account than solely developing a customer relationship with its inhabitants.",Biological system modeling;Cities and towns;Context;Government;Industries;Mobile communication,Smart Cities;business models;mobile services;platform typology;platforms,N. Walravens; P. Ballon,"IBBT-SMIT, Vrije Univ. Brussel, Brussels, Belgium",2011 10th International Conference on Mobile Business,20111017,,,60,67,1935-4908;19354908,Electronic:978-0-7695-4434-2; POD:978-1-4577-0497-0,10.1109/ICMB.2011.22,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6047027,mobile communication;telecommunication services,customer relationship;governments;mobile service platform typology;mobile service provision;smart cities;urban context;value-adding assets,,5,,14,,,,20-21 June 2011,,IEEE,IEEE Conference Publications,,,,,,,,,,,
Towards building and evaluating a personalized location-based recommender system,2014,"Personalized location-based service recommendation is an important trend in the development of online ecommerce applications. In this work, we integrate the application of location-based service with recommendation technologies to present a hybrid recommendation model and a prototype system (HiPerData) to evaluate and measure the validity based on the Yelp dataset. In order to solve the four recommendation problems, we improve a predictive feature-based regression model, and combine the results of a set of collaborative filtering algorithms, which includes: SVD (Singular value decomposition), SVR (Support vector regression), SGD (Stochastic gradient descent), etc. Unlike previous approaches, we apply multiple methods to pre- and post-process the dataset and predict ratings, for example, a weighted pairwise preference regression for cold start problems, etc. We enhance the neighborhood-based approach leading to a substantial improvement of prediction accuracy. Our method gave the best overall results with a root mean square error of 1.22724.",Business;Cities and towns;Collaboration;Prediction algorithms;Predictive models;Recommender systems;Training,,R. Duan; R. S. M. Goh; F. Yang; Y. K. Tan; J. F. B. Valenzuela,"Institute of High Performance Computing, Singapore",2014 IEEE International Conference on Big Data (Big Data),20150108,,,43,48,,Electronic:978-1-4799-5666-1; POD:978-1-4799-5667-8,10.1109/BigData.2014.7004211,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7004211,collaborative filtering;gradient methods;least mean squares methods;recommender systems;regression analysis;singular value decomposition;stochastic processes;support vector machines,SGD;SVD;SVR;Yelp dataset;collaborative filtering algorithms;hybrid recommendation model;location-based service;personalized location-based recommender system;predictive feature-based regression model;root mean square error;singular value decomposition;stochastic gradient descent;support vector regression,,3,,14,,,,27-30 Oct. 2014,,IEEE,IEEE Conference Publications,,,,,,,,,,,
Aspirations and realizations: The smart city of Seattle,2013,"Smart city initiatives have been launched on every continent. That notwithstanding the concept of “smart city�?has remained ambiguous. We systematically interviewed officials of an acclaimed Smart City (Seattle) and explicitly asked the officials for their own definitions of “smart city,�?which we then compared to the respective projects run by that City. While the definitions given by the practitioners were found different from those in the literature, the smart city projects lived up and matched the practitioner definitions to a high degree. We document the projects and their expected and realized benefits, which illustrate where a leading City government is headed in terms of smart government. However, “Smart City�?initiatives in local government might be only a steppingstone in making the greater urban space a “smart city,�?which appears to be a more challenging undertaking.",Cities and towns;Communities;Encoding;Government;Interviews;Smart grids,Benefits;Projects;Seattle;Smart City;Smart Government,S. AlAwadhi; H. J. Scholl,"Kuwait Univ., Safat, Kuwait",2013 46th Hawaii International Conference on System Sciences,20130318,,,1695,1703,1530-1605;15301605,Electronic:978-1-5090-5646-0; POD:978-1-4673-5933-7; USB:978-0-7695-4892-0,10.1109/HICSS.2013.102,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6480046,local government;town and country planning,Seattle;city government;local government;smart city initiatives;smart city projects;smart government;urban space,,9,,18,,,,7-10 Jan. 2013,,IEEE,IEEE Conference Publications,,,,,,,,,,,
Interactive and universal relationship discovery in semantic graph Data,2015,"Linked Data is a set of recommendations for publishing structured data on the web. Key part is interlinking and expansion of so called Linked Data Cloud, which is an interconnected graph of published data, following Tim Berners-Lee recommendations. Individuals, governments and companies who are motivated and learn how to publish, presenting their data on the web. But there is still much to do, especially management of inter-database URIs and availability of the data. In comparison to USA, Slovakia, although also a member of data.gov, is missing real and useful Linked Data from its government. In this paper we redesign our connection rules and enhance AGECRT tool in order to enable general, user friendly and up-to-date solution of data relationship discovery. We supply reliable related work and experimental results to prove the potential of our, currently prototype solution.",Browsers;Data visualization;Government;HTML;Registers;Semantics,,J. Mojžiš; M. Laclavík,"Slovak Academy of Sciences, Institute of Informatics, Slovakia, D&#x00FA;bravsk&#x00E1; cesta 9",2015 IEEE 19th International Conference on Intelligent Engineering Systems (INES),20151123,,,417,420,,Electronic:978-1-4673-7939-7; POD:978-1-4673-7940-3; USB:978-1-4673-7938-0,10.1109/INES.2015.7329745,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7329745,Internet;cloud computing;data handling;electronic publishing;government data processing;interactive systems,AGECRT tool;Linked Data Cloud;Slovakia;USA;connection rules;data availability;data relationship discovery;interactive universal relationship discovery;interconnected graph;interdatabase URI management;semantic graph data;structured data publishing;user friendly solution,,,,22,,,,3-5 Sept. 2015,,IEEE,IEEE Conference Publications,,,,,,,,,,,
Data-as-a-Service: A Cloud-Based Federated Platform to Facilitate Discovery of Private Sector Datasets,2015,"Frequently described as the oil of the digital economy, data is today fervently sought after and its innovative use demonstrated in increasingly wide-ranging applications. To use data however, data users would first have to find them. In the realm of public / open data, there are often governmental and non-governmental agencies that consolidate and provide such data to users via centralized web portals. However, the equivalent is not available for datasets from the private sector, where data providers currently operate in highly-siloed environments. Data users seeking data but unfamiliar with the industry sector of interest have no straightforward mechanism to do so. This paper proposes Data-as-a-Service (DaaS) - a cloud-based, federated (peer-to-peer-like) dataset discovery platform based on open-source software, which allows for private sector data providers to increase visibility of their datasets to be discovered by unfamiliar data users. We explain the considerations behind the proposed dataset discovery platform and demonstrate it in a real-life pilot implementation.",Business;Cloud computing;Computer architecture;Industries;Peer-to-peer computing;Portals,cloud computing;data;data-as-a-service;datasets;discovery;federated;platform;private sector,H. Zhuang; H. Y. Lee,"Nat. Cloud Comput. Office, Infocomm Dev. Authority of Singapore, Singapore, Singapore",2015 International Conference on Cloud Computing Research and Innovation (ICCCRI),20160229,,,9,14,,Electronic:978-1-5090-0144-6; POD:978-1-5090-0145-3,10.1109/ICCCRI.2015.34,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7421888,cloud computing;data mining;public domain software,DaaS platform;centralized Web portals;cloud-based federated platform;data-as-a-service platform;open-source software;private sector dataset discovery,,1,,12,,,,26-27 Oct. 2015,,IEEE,IEEE Conference Publications,,,,,,,,,,,
